permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
RP-2023-004098,1851 LOTT AVE,Addition and/or Alteration,THE ERECTION OF AN ADDITION AT THE REAR AND ABOVE AN EXISTING DETACHED STRUCTURE,2023-07-31 04:00:00+00,-75.03120492952084,40.08856145134689
PP-2023-003338,2424 N LAWRENCE ST,Alterations,CURB TRAP AND FRESH AIR INLET ,2023-03-14 04:00:00+00,-75.14030426046821,39.988045340964774
1022134,736 CHURCH LN,Change of Use,Residential - Household Living - Two-Family,2020-10-07 04:00:00+00,-75.16154340979199,40.04275995059785
PP-2020-005478,4516 STILES ST,Alterations,"Replace Curb trap, Fai & Main drain PPC 2018",2020-07-26 04:00:00+00,-75.08001293948637,40.005979730979305
RP-2020-005941,405 N HOBART ST,Addition and/or Alteration,"EZ PERMIT STANDARDS - For alterations to an Existing Two-Family Dwelling as per attached standard. NO FRAMING, LAYOUT CHANGES, OR WORK TO FIRE RATED ASSEMBLIES APPROVED ON THIS PERMIT. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations; including underpinning, excavation, and removal of foundation slab. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR. Separate permits required for Mechanical, Electric and Plumbing.
For minor construction work at the subject property in accordance with all applicable provisions of the
Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work. 
",2020-08-07 04:00:00+00,-75.23666127018433,39.96794628068241
1045804,5432 PINE ST,New Construction,sfd) hvac unit 3ton 18 registers.,2020-01-31 14:11:00+00,-75.23112437009745,39.95394640099609
RP-2022-009145,815 JACKSON ST,Addition and/or Alteration,"Make Safe: To comply the violations for CF-2021-114230 to repair the existing stairs in the existing opening. No structural work. Abutting sidewalk must be closed with fencing a minimum of 6’ in height. Separate Streets Department permit required for sidewalk closure. A separate permit is required for any additional alterations that are not specifically addressed on CF-2021-114230. In accordance with Code Bulletin PM-1801, a PA professional engineer is required to monitor repairs made under this permit. The engineer must submit a sealed statement to the Department confirming that the structure is in sound condition at completion.”",2022-08-17 04:00:00+00,-75.16041438957043,39.92207523048321
MP-2021-005720,1113 TABOR LN,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES
For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 
REPLACE HVAC SYSTEM. REMOVE OLD CONDENSER. INSTALL  3T CONDENSER, 3T EVAP COIL. DUCTWORK STAYS THE SAME  
",2021-09-11 04:00:00+00,-75.07590692033364,40.06575202072368
RP-2023-002095,2103 E ORLEANS ST,Addition and/or Alteration,"FOR THE STRUCTURAL REPAIR TO EXTERIOR WALL & ROOF TO RESOLVE CASE #CF-2023-005557. A SEPARATE PERMIT IS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON CASE #CF-2023-005557.
** SPECIAL INSPECTIONS REQUIRED FOR PRECAST CONCRETE WORK **
",2023-03-06 05:00:00+00,-75.11529523958482,39.98926196106399
EP-2025-007195,800 ADMIRALS WAY,Addition and/or Alteration,"Fish line for 3 outlets, 2 lights and a baseboard  heater",2025-08-04 04:00:00+00,-75.18457208994005,39.944426320939506
MP-2022-005153,2621 E BOSTON ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Installing warm air appliances via new ductwork for 2 units. Each unit installing 2 1/2 Ton Air Handler located inside the closet of each unit, with 2 Ton (14 seer) Heat Pump. Condenser located in the back of the building. ",2022-10-06 04:00:00+00,-75.12181299044178,39.976792160715284
MP-2020-003667,1764 WATERLOO ST,New Construction,"Installing warm air appliances via duct work. 80.000btu (95%) furnace located in the basement, with 3 ton (13seer) condenser located in the back of the house AS PER EZ STANDARD",2020-10-26 04:00:00+00,-75.13554854015206,39.977056420569625
PP-2025-010811,127 S 48TH ST,Alterations,INSTALL/REPLACE 8 FIXTURES WITH PIPING. ,2025-09-26 04:00:00+00,-75.21718270943083,39.9568357205981
MP-2021-007631,66 MONTANA ST,Addition and/or Alterations,"Install New HVAC system, 20,000 BTU 3Ton and ducts with a Total of (12)Diffusers/Registers",2021-11-26 05:00:00+00,-75.18298588014245,40.051186930509765
PP-2020-011696,1131 E WILT ST,New Construction or Additions,new stack and 2nd floor bathroom plus 1st floor kitchen in addition,2020-10-29 04:00:00+00,-75.12630254018345,39.97115337132381
PP-2022-005836,2459 CORAL ST,New Construction or Additions,"PEX and PVC throughout 
New Fixtures with Piping, 3 Water Closets; 5 Lavs; 2 Bathtubs; 2 Showers; 1 Kitchen Sink; 1 Washer Box; 1 Hot Water Heater; 2 Roof Drains; 1 Sump Pump 
New 1” Domestic Water Service, Curb Traps, Fresh Air Inlets, and Main Drains.",2022-05-13 04:00:00+00,-75.12716240026495,39.98436306102144
RP-2021-000744,2305 S CROSKEY ST,Addition and/or Alteration,"*CONTRACTOR HAS NO EMPLOYEES PER NOTARIZED LETTER*
EZ PERMIT STANDARDS ALTERATIONS - For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans.  Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations; including underpinning, excavation, and removal of foundation slab. WORK IN THE BASEMENT OR CELLAR IS NOT INCLUDED ON THE EZ ALT PERMIT. Separate permits required for Mechanical, Electric and Plumbing. Demolition of wall panels and plaster, kitchen, & bathroom, replace some windows & exterior doors, Interior non-load-bearing framing, new GWB, flooring, interior doors, paint, new kitchen & bathroom.
",2021-01-27 05:00:00+00,-75.18375331993313,39.92344141131708
SP-2025-000217,331 REED ST,Excavation,Site / Utility Permit for RP-2024-011356,2025-03-25 04:00:00+00,-75.15112800044511,39.93104651075863
SP-2025-000924,1310 MARLBOROUGH ST,Excavation,Site / Utility Permit for RP-2025-006188,2025-08-26 04:00:00+00,-75.13286877021811,39.971224780971454
ZP-2024-006183,3059 NESPER ST,"New construction, addition, GFA change",For the erection of a porch roof addition at the side of an existing semi-detached structure. Size and location per plans.,2024-07-03 14:10:03+00,-75.04578980016346,40.04365758106555
ZP-2023-006917,381 LEMONTE ST,Change of Use,Residential - Household Living - Single-Family,2023-09-11 21:50:15+00,-75.22631203962084,40.03802082115983
MP-2025-004554,811 PIERCE ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

92% 60K BTU FURNACE, 2.5 TON AC, DUCTWORK, AND 12 DIFFUSERS. CONDENSER WILL BE INSTALLED IN THE BACK OF THE HOUSE.",2025-09-04 04:00:00+00,-75.15943260999471,39.927387001108
PP-2020-008933,1715 ELLSWORTH ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-09-28 04:00:00+00,-75.1722819898916,39.93767224117369
PP-2025-011655,5508 LANSDOWNE AVE,Alterations,"Install 2 water closets, 2 lavatories, 1 shower/tub, 1 kitchen sink & 1 laundry outlet.",2025-09-08 04:00:00+00,-75.23208802984836,39.97661868113801
EP-2025-011560,1815 S CARLISLE ST,Addition and/or Alteration,Install a 200 AMP service and home rewire via fishing as per 2017 NEC code.,2025-12-04 05:00:00+00,-75.16998759036511,39.92781399101343
ZP-2024-011699,2317 GREENWICH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE. SIZE AND LOCAITON AS SHOWN IN THE APPLICATION / PLANS.,2024-12-06 11:13:44+00,-75.18340081946153,39.93333387054923
RP-2021-002111,2510 S 67TH ST,Addition and/or Alteration,Comply with Ez permit standards. Please see engineer letter for details. ,2021-02-25 05:00:00+00,-75.23276154946211,39.92000681075144
EP-2023-012411,6510 WYNCOTE AVE,Addition and/or Alteration,"100A service and 30 space 100A panel, replace fixtures, switches and outlets.",2023-12-28 05:00:00+00,-75.15665079959476,40.053501720973294
EP-2025-010372,1810 SIGEL ST,Addition and/or Alteration,"New wiring where necessary to first and second floor outlets, switches and light fixtures.
Remove existing damaged electrical panel.
Supply and install one new 100 Amp, 30 circuit electrical panel with all new arc fault circuit breakers.
Supply and install one GFCI outlet by the electrical panel.
Supply and install one new dedicated circuit for the refridgerator.
Supply and install one new dedicated circuit for the dishwasher and garbage disposal.
Supply and install three or four countertop GFCI outlets.
Run wiring to one exterior light fixture in the front and one exterior light fixture in the rear.",2025-11-03 05:00:00+00,-75.17586152036816,39.92801406105825
RP-2020-006503,1506 S CORLIES ST,Addition and/or Alteration,"Renovation of whole house interior:
-	Ceilings & walls: replace drywall, insulation, partial framing, paint, maintain ceilings height at least 7 ft in habitable rooms
-	Replace windows keeping the existing openings dimensions 
-	Replace interior doors keeping the existing openings dimensions.
Basement: 
-	Add bathroom/laundry room (83 sqft): water-resistant vinyl floor, shower cabin, vanity, appliances, toilet
-	Floor walkway with water-resistant vinyl floor (86 sqft)
-	Add mechanical room: vinyl floor 64 sqft
-	Add jacket closet in the family room
-	Family room: water-resistant vinyl flooring
1st floor:
-	Vinyl flooring in kitchen, dining, living rooms
2nd floor:
-	Add 2 walk-in closets in master bedroom
-	Add a closet in 2nd bedroom
-	Floor: carpet/vinyl in bedrooms
-	Bathroom renovation: tile walls & floor, new fixtures",2020-07-27 04:00:00+00,-75.19487492020578,39.93491901100365
ZP-2024-009388,2519 ELLSWORTH ST,Change of Use,Residential - Household Living - Two-Family,2024-09-10 15:08:20+00,-75.18580342994312,39.939355741196984
ZP-2021-007785,39 W DUVAL ST,"New construction, addition, GFA change","FOR THE PARTIAL DEMOLITION OF THE FRONT PORTION OF THE EXISTING SEMI-DETACHED STRUCTURE, THE ERECTION OF AN ADDITION AT THE FRONT AND ABOVE, THE ERECTION OF A ROOF DECK AND ROOF DECK ACCESS STRUCTURE ABOVE, AND THE ERECTION OF A DECK AT THE REAR. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.",2021-11-09 15:05:25+00,-75.1828312295511,40.04404674060004
ZP-2021-003725,2113 N DARIEN ST,"New construction, addition, GFA change","For the erection of an 3rd floor addition to the existing 2-story attached building with a roof deck accessed from a pilothouse and a rear deck, size and location as shown on the plans.",2021-08-28 00:05:08+00,-75.14742767948825,39.98382563066306
PP-2025-001646,2320 N 50TH ST,Alterations,"Installation of 5 Full Baths, 1 Half Bath, Kitchen, Dishwasher",2025-04-29 04:00:00+00,-75.22710788001083,39.996188890858946
PP-2024-007399,4143 N 6TH ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2024-05-22 04:00:00+00,-75.13706030047308,40.01465229137659
PP-2024-013677,2138 CROSS ST,EZ Bathroom & Kitchen Remodel,"EZ PERMIT BATHROOM AND KITCHEN ALTERATIONS - For alterations limited to the Bathroom and Kitchen of an existing One Family Dwelling, per EZ standards. 

Replace tub, toilet, vanity, kitchen sink, shutoff valves, & traps for sinks.",2024-10-01 04:00:00+00,-75.1808091299334,39.932423680636404
EP-2021-005101,1123 PIERCE ST,Addition and/or Alteration,"Replace existing 100 amp service with same.
work by 2014 NEC",2021-05-18 04:00:00+00,-75.16450380952259,39.928022640957636
EP-2022-008228,2419 E CUMBERLAND ST,Addition and/or Alteration,"Install (30) recess lights, install partial 200 AMP service, install (3) dedicated circuits for dryer, install dedicated circuit for washer, install (2) dedicated circuits for upstairs bedroom, and install (20) outlets (fish wiring only) as per 2014 nec",2022-08-17 04:00:00+00,-75.12188453983615,39.979119730974965
EP-2022-011118,2125 LEAGUE CT,New Construction,"Install 200 AMP service. Install light fixtures, switches, and outlets. Install smoke and carbon monoxide detectors. Finished basement as per 2014 nec",2022-11-16 05:00:00+00,-75.17907174982724,39.93998794061313
EP-2021-005981,3045 N CARLISLE ST,Addition and/or Alteration,rewire threw out and install 200amp service  as per 2014 nec,2021-06-17 04:00:00+00,-75.15410910037272,39.999711270966216
ZP-2021-011300,258 S 4TH ST,"New construction, addition, GFA change","FOR PARTIAL DEMOLITION OF PORTION OF EXISTING STRUCTURE AND  THE ERECTION OF REAR ADDITION AS PART OF AN EXISTING  ATTACHED STRUCTURE, FOR CONTINUOUS USE AS HOUSEHOLD LIVING SINGLE FAMILY DWELLING.  SIZE AND LOCATION AS SHOWN ON THE APPLICATION / PLAN.",2021-11-15 20:50:35+00,-75.1486530996406,39.94529852101937
EP-2021-012893,1307 GERMANTOWN AVE,New Construction,Electrical Permit for combo RP-2021-006586,2022-05-16 04:00:00+00,-75.14088646947826,39.971671671221934
EP-2020-007388,1323R E MONTGOMERY AVE,New Construction,"200 AMP incoming service,wiring throughout by 2014 NEC CODE",2020-09-16 04:00:00+00,-75.12770510016739,39.97345727069365
EP-2020-007029,860 PERKIOMEN ST,Addition and/or Alteration,"install new 200 amp service with panel meter socket and grounding, install recessed lights,outlets,lights, smoke and carbon detectors per 2014 nec code",2020-09-09 04:00:00+00,-75.16702310971242,39.96999708102917
EP-2020-008741,595 BARNES ST,Addition and/or Alteration,Installation of Solar Photovoltaic system in accordance with attached standard.,2020-11-19 05:00:00+00,-75.20478312999963,40.0241963012564
EP-2021-001613,2761 N 24TH ST,Addition and/or Alteration,Rewire throughout property. install 200amp service ,2021-02-22 05:00:00+00,-75.17025725958051,39.99732613099221
EP-2021-002455,3156 MECHANICSVILLE RD,Addition and/or Alteration,Installation of solar array in accordance with signed standard.,2021-03-18 04:00:00+00,-74.96772344973324,40.107422480523695
EP-2025-008970,2150 S 3RD ST,New Construction,Electrical Permit for combo RP-2025-008027,2025-12-13 05:00:00+00,,
EP-2022-004941,2830 S SHERIDAN ST,Addition and/or Alteration,"Rewire interior wiring, outlets, switches, lights and smoke detectors as per 2014 nec",2022-05-16 04:00:00+00,-75.159850270481,39.91321825109653
EP-2020-009319,410 W PRICE ST,Addition and/or Alteration,Installation of solar array in accordance with signed standard.,2020-12-14 05:00:00+00,-75.18314332041166,40.029549870679915
RP-2023-013709,153 SIGEL ST,Addition and/or Alteration,"For interior alterations to an existing attached single-family dwelling per plans. Separate permits are required for all associated Mechanical, Electrical, and Plumbing work. Basement to remain non-habitable, to be used for storage and utilities only.",2024-05-23 04:00:00+00,-75.1492130704581,39.92470647086115
PP-2024-002176,2301 SHARSWOOD ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-003152,2024-09-26 04:00:00+00,-75.17402841021006,39.977326090758716
PP-2022-015420,152 W CUMBERLAND ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-006572,2024-08-06 04:00:00+00,-75.1338646595363,39.98795709108355
PP-2024-008340,1318 S DOVER ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-005290,2024-07-29 04:00:00+00,-75.19172082989898,39.93678627076705
RP-2020-009066,5509 BLAKEMORE ST,Addition and/or Alteration,"This permit is to partially resolve the interior alterations of case violation: CF-2020-015342; Plumbing alterations require a separate Plumbing permit.
EZ PERMIT STANDARDS ALTERATIONS - For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans.  Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations; including underpinning, excavation, and removal of foundation slab. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR. Separate permits required for Mechanical, Electric and Plumbing. *CONTRACTOR HAS NO EMPLOYEES PER NOTARIZED LETTER*
For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work. 
",2020-10-09 04:00:00+00,-75.15838646997645,40.047428861215415
PP-2021-001605,7354 RIDGE AVE,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2021-04-14 04:00:00+00,-75.23565524947183,40.045811801081136
PP-2024-007362,1554 S DOVER ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-004247,2024-09-10 04:00:00+00,-75.19242561029495,39.93366710132829
RP-2020-010769,2001 BEACH ST,New Construction,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER ( MINIMUM 13D) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.  'TYPE A' CONFIGURATION BASED ON THE MASTER PERMIT APPROVAL DOCUMENTS.,2020-10-28 04:00:00+00,-75.11693210992816,39.971272101012175
RP-2024-013087,2321 PARRISH ST,Addition and/or Alteration,FOR INTERIOR ALTERATIONS TO THE BASEMENT OF AN EXISTING ATTACHED STRUCTURE USED AS A SINGLE-FAMILY DWELLING AS PER APPLICATION/PLAN.,2025-05-12 04:00:00+00,-75.17534675975863,39.9710737912909
PP-2021-011661,1533 N LAWRENCE ST,Alterations,"Curb trap, and fresh air inlet",2021-07-09 04:00:00+00,-75.14284259971961,39.97462003088204
RP-2022-009117,2508 FEDERAL ST,Addition and/or Alteration,RENOVATIONS TO TWO FAMLY STRUCTURE. ,2022-11-10 05:00:00+00,-75.18576651955163,39.938410810675066
DP-2020-001148,1228 W RUSH ST,Minor Demolition,For the complete demolition of a SFD as part of the City of Philadelphia demolition program.  *Add'l specs: 2 stucco c/w 1226 & 1230 W Rush St. Replace front sidewalk. Erosion control mat with seed on lot.*,2020-08-21 04:00:00+00,-75.15129047971635,39.9955469808561
PP-2021-005544,2666 E THOMPSON ST,Alterations,TWO HALF BATHTOOMS KITCHEN SINK AND LAUNDRY TUB,2021-04-02 04:00:00+00,-75.11534012058091,39.978471950709434
1053902,2615 E HAROLD ST,New Construction or Additions,"INSTALLATION OF NEW SEWER DRAIN, HOUSE DRAIN IN, CURB TRAP, FRESH AIR INLET, 1"" DOMESTIC WATER SERVICE AND AS PER 2004 PHILADELPHIA PLUMBING CODE.",2020-02-28 21:13:19+00,-75.11721010955213,39.97800638134393
RP-2021-007407,1400 S 7TH ST,Addition and/or Alteration,"FOR DEMOLITION OF EXISTING ROOF ACCESS STRUCTURE AND FOR THE CONSTRUCTION OF A ONE-STORY REAR ADDITION ABOVE AN EXISTING REAR FIRST FLOOR AND FOR THE CONSTRUCTION OF A ROOF DECK ABOVE THE EXISTING THIRD FLOOR ROOF ACCESSED THROUGH STAIRS FROM REAR SECOND FLOOR AS PER APPROVED PLAN; FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. *SEPARATE PERMITS REQUIRED FOR MECHANICAL, PLUMBING, AND ELECTRICAL WORK* **UNDERPINNING IS NOT PART OF THIS PERMIT**",2021-08-16 04:00:00+00,-75.15647348050697,39.931349730782166
RP-2025-011514,6349 MCCALLUM ST,Addition and/or Alteration,"Repair exterior walls, pour new concrete floor, level/sister sagging joists. Not more than 10% joist replacement. No digging below 5 feet proposed. NO ADDITION PROPOSED NOR APPROVED. THIS IS FOR AN EXISTING SINGLE FAMILY DWELLING. ",2025-11-24 05:00:00+00,-75.18454874978985,40.04225961065632
MP-2025-003635,5320 CHANCELLOR ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing boiler only, in like and kind. No other work proposed.",2025-07-08 04:00:00+00,-75.2283950096113,39.95656848077091
EP-2022-000442,4626 PASCHALL AVE,Addition and/or Alteration,"Installation of solar array in accordance with signed standard.

AMEND
Changing inspection agency from Code inspections to Middle Atlantic inc",2022-01-17 05:00:00+00,-75.20812349008848,39.941895650631565
PP-2022-014951,2028 S OPAL ST,Alterations,Plumbing Permit (Interior) for combo RP-2022-010545,2022-11-22 05:00:00+00,-75.17868302021239,39.92614129100145
PP-2021-008318,1256 S NEWKIRK ST,New Construction or Additions,"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE-FAMILY DWELLING (IRC 2015 TOWNHOUSE CONSTRUCTION) WITH ROOF DECK AND PILOTHOUSE (FOR ACCESS TO ROOF DECK ONLY) AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D.    
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2022-01-21 05:00:00+00,-75.19102876963137,39.93778026094908
PP-2024-015518,3140 CUSTER ST,Alterations,"replace curb trap; Fresh AIR INLET
replace 3/4"" water line curb to house",2024-11-12 05:00:00+00,-75.11672154032398,39.996139900502136
PP-2025-016733,405 E ALLENS LN,Alterations,"Curb trap; fai",2026-01-06 05:00:00+00,-75.18666560039277,40.065976560978896
PP-2022-007372,722 EARP ST,Alterations,"REPAIR/REPLACE 3/4"" WATER DISTRIBUTION PIPE",2022-05-10 04:00:00+00,-75.15698595037293,39.931848670515805
PP-2021-007235,5015 N 8TH ST,Alterations,Replace tub fixture,2021-04-28 04:00:00+00,-75.13711619984022,40.02826747103753
PP-2025-004207,122 E FISHER AVE,Alterations,"replace 3/4"" water curb to house",2025-03-28 04:00:00+00,-75.12136873005821,40.03034375072979
PP-2024-011112,4424 DEVEREAUX AVE,Alterations,"replace curb trap; fai to house
rain leader/cesspool",2024-08-12 04:00:00+00,-75.05800270047413,40.02178929092731
PP-2025-000532,6202 LARCHWOOD AVE,Alterations,replace drain in basement,2025-01-16 05:00:00+00,-75.24660424054025,39.95432715049438
PP-2021-004564,3853 N 13TH ST,Alterations,"curb trap, fai
replacing lead water line, curb in",2021-03-19 04:00:00+00,-75.14822537057397,40.01177398062233
PP-2020-013838,530 E WASHINGTON LN,Alterations,"Replace toilet, replace under floor plumbing PPC 2018",2020-11-24 05:00:00+00,-75.1737532697856,40.049770920972755
PP-2020-010614,1610 S 15TH ST,Alterations,Replacing a 5 inch curb trap and fresh air inlet,2020-10-13 04:00:00+00,-75.17032695971575,39.930441601075756
PP-2023-003369,705 S MOLE ST,Alterations,REPAIR/REPLACE CT & FAI,2023-03-16 04:00:00+00,-75.16821530026637,39.94273639051014
PP-2023-002168,1336 MIFFLIN ST,Alterations,Replace kitchen sink ,2023-02-16 05:00:00+00,-75.16859958010635,39.926605100937415
PP-2023-008240,4319-21 N PENN ST,Alterations,"REPLACE CURB TRAP, FRESH AIR INLET, HOUSE DRAIN AND 3/4"" K COPPER WATER LINE ",2023-06-22 04:00:00+00,-75.08993705949655,40.01235617054165
PP-2022-001163,323 SIMMS ST,Alterations,REPLACE STORM AND SANITARY CURB TRAPS AND FRESH AIR INLETS PPC 2018,2022-01-25 05:00:00+00,-75.01510141943842,40.134225260618386
FP-2025-002080,2509 E ELKHART ST,New Construction,FOR THE INSTALLATION OF SPRINKLER SYSTEM PER NFPA 13D WITH ONE 1-INCH COMBINED SERVICE LINE AS PER APPROVED PLANS.,2025-10-20 04:00:00+00,-75.1090021696603,39.98468831126917
1044983,1806 JACKSON ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES-INSTALL AN HVAC SYSTEM INCLUDING DUCT WORK IN A SINGLE FAMILY DWELLING. For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.",2020-01-28 17:43:00+00,-75.17669150009091,39.92383626112938
RP-2025-011833,1313 WHARTON ST,Addition and/or Alteration,"For alterations to a Single Family Dwelling Property as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly PROHIBITED under this permit. Prohibited structural work includes but not limited to any modification to exterior walls, party wall, floor/roof framing and foundations, including underpinning, excavation and removal of foundation slab. ***NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR*** as per signed EZ Standard.         Separate permits required for Mechanical, Electric and Plumbing. 
",2025-11-12 05:00:00+00,-75.16615151960609,39.934124910572585
FP-2021-003778,428 MASTER ST,New Construction,FOR INSTALLATION OF SPRINKLER SYSTEM PER NFPA 13 WITH 2-INCH FIRE SERVICE LINE AND BFP AND PER APPROVED PLANS.,2022-03-11 05:00:00+00,-75.14385278046294,39.972394591364996
FP-2020-002008,183 W DAUPHIN ST,New Construction,"FOR THE INSTALLATION OF A FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITN NFPA 13D, WITH A ONE-INCH COMBINED FIRE SERVICE LINE, AS PER APPROVED PLANS.  ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.",2021-04-05 04:00:00+00,-75.13534086988957,39.98535139103631
MP-2023-000491,1740 WYLIE ST,New Construction,Mechanical / Fuel Gas Permit for combo RP-2022-012214,2024-07-03 04:00:00+00,-75.16582559017125,39.969597220911986
PP-2021-006717,144 MALLORY ST,Alterations,"Supply and install new 5x4 curb trap for sanitary and 6x4 curb trap for storm, both with 4"" FAI and PR vent boxes. Run both storm and sanitary into property, convert to 4"" PVC and install 4"" PVC clean out, connecting onto existing main drain. Supply and install new 3/4"" copper from existing curb stop leading into property with two new 3/4"" ball valves, one before and after meter with new meter couplings, connecting onto existing meter at front wall.",2021-04-21 04:00:00+00,-75.22788601972279,40.02958718069738
EP-2025-008437,4012 PRINCETON AVE,Addition and/or Alteration,Installation of solar array in accordance with signed standard ,2025-11-11 05:00:00+00,-75.04452411984785,40.034195571337456
MP-2024-000818,1342 MOORE ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install 60k BTU 92% gas furnace, 2.5 ton AC, ductwork, & 15 diffusers",2024-02-23 05:00:00+00,-75.16830934042328,39.927802650492744
ZP-2020-007092,2501 SHARSWOOD ST,"New construction, addition, GFA change",For the erection of a three story attacked structure that includes a full basement with egress well. Size and location per plans.,2020-12-07 17:32:49+00,-75.17667672962948,39.97760805102201
