permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
PP-2021-004008,2214 E SUSQUEHANNA AVE,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2021-03-13 05:00:00+00,-75.12892660984264,39.97871014136663
PP-2021-021746,2110-12 CHERRY ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-015685,2022-08-22 04:00:00+00,-75.17490673013141,39.95666699070674
PP-2024-007138,2210 N 7TH ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-004997,2024-11-08 05:00:00+00,-75.1455947896634,39.98523064087222
PP-2021-012818,1924 N 3RD ST,New Construction or Additions,"FOR NEW CONSTRUCTION OF AN ATTACHED THREE-STORY BUILDING WITH CELLAR, ROOF DECK AND ROOF-DECK ACCESS STRUCTURE.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D.  SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2022-02-01 05:00:00+00,-75.14007951001142,39.98007702122017
PP-2024-004937,2219 N FRANKLIN ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-003229,2024-10-09 04:00:00+00,-75.14580887028126,39.985392651137964
PP-2024-017122,2109 N PERCY ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-012407,2024-12-26 05:00:00+00,-75.14839953966806,39.984034891011966
PP-2024-017244,2119 N PERCY ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-012993,2025-02-28 05:00:00+00,-75.14835317996409,39.98424611053826
PP-2024-017132,2113 N PERCY ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-012409,2024-12-26 05:00:00+00,-75.14838194968202,39.98411294049351
PP-2022-000918,1530 S 31ST ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-017902,2022-06-14 04:00:00+00,-75.1960481499991,39.93455927127596
PP-2021-000031,2617 GERRITT ST,New Construction or Additions,"FOR THE ERECTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE; FOR USE AS SINGLE FAMILY DWELLING. SEPARATE PERMIT REQUIRED FOR MEP AND FIRE SUPPRESSION WORK. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2021-05-17 04:00:00+00,-75.18816856015937,39.93524131057771
PP-2020-009237,2220 N 3RD ST,New Construction or Additions,"3-story attached single-family townhome, with cellar, pilot house and roof deck.",2021-04-29 04:00:00+00,-75.13906290992608,39.984708910602144
ZP-2025-003829,662 N 10TH ST,"New construction, addition, GFA change",FOR NEW CONSTRUCTION OF AN ATTACHED STRUCTURE WITH ROOF DECK.  SIZE AND LOCATION PER APPROVED PLAN.,2025-07-28 21:40:25+00,,
ZP-2021-005101,10201 CLARK ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION WITH A ROOF DECK. SIZE AND LOCATION AS SHOWN ON PLANS. ,2022-03-02 05:00:00+00,-75.01715723021537,40.10045353124329
PP-2024-015042,2340 SEYBERT ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-010287,2025-03-14 04:00:00+00,-75.1747560604452,39.975611260938415
PP-2023-004944,1308 S CORLIES ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-000503,2023-07-17 04:00:00+00,-75.19434069048255,39.93737586085212
PP-2023-004462,3018 WHARTON ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-000500,2023-04-24 04:00:00+00,-75.19439693027098,39.93746071131453
PP-2025-000990,2112 MASTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2025-000116,2025-03-13 04:00:00+00,-75.1707664594537,39.97585235117244
PP-2024-004647,2308 SEYBERT ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-001586,2024-05-22 04:00:00+00,-75.1739915805129,39.975512760777725
PP-2022-000661,1631 CADWALLADER ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-019383,2022-06-01 04:00:00+00,-75.14127072998743,39.97589753136604
PP-2025-013657,1923 MUTTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2025-005519,2025-11-17 05:00:00+00,-75.13568949982118,39.979717271059314
PP-2024-016082,1613 CARPENTER ST,New Construction or Additions,"Interior plumbing one bathroom addition, 1 Shower/Tub, 1 WC, and 1 Lavatory",2024-11-22 05:00:00+00,-75.17022079020862,39.93971511114922
ZP-2021-008959,2629 W STERNER ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2021-08-19 22:02:50+00,-75.17465927982666,39.99712486131435
PP-2020-015131,2005 ABIGAIL ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2020-011113,2021-04-30 04:00:00+00,-75.1319312203432,39.98181645068512
ZP-2024-008872,1600-16 N 9TH ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH REAR 2ND FLOOR ROOF DECK. SIZE AND LOCATION AS PER PLANS.
Amendment: Amend permit to stamp ZBA proviso plan and form.",2024-07-10 04:00:00+00,,
PP-2024-005250,2417 N HANCOCK ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-000632,2025-05-22 04:00:00+00,-75.13452779943056,39.98710856120546
ZP-2022-007039,1203 PINE ST,"New construction, addition, GFA change","ERECTION OF 2ND AND 3RD FLOOR REAR ADDITION, WITH A ROOF DECK AND A ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS PER APPROVED PLAN",2022-08-17 14:09:37+00,-75.16148895054452,39.94524407109574
ZP-2021-007396,9336 ANNAPOLIS RD,"New construction, addition, GFA change","FOR THE ERECTION OF A DETACHED STRUCTURE; FOR USE AS A SINGLE-FAMILY HOUSEHOLD LIVING WITH ONE (1) ACCESSORY OFF-STREET PARKING SPACE ACCESSED FROM THE FRONT OF ANNAPOLIS ROAD; SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN.",2021-07-07 17:20:08+00,-75.01365599014741,40.0648728009242
ZP-2021-004663,1540 CURTIN ST,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION TO AN EXISTING SEMI-DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2021-05-19 18:26:29+00,-75.17576846982917,39.91072172106626
ZP-2020-006443,2110 N 2ND ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2021-04-07 04:00:00+00,-75.13701836007507,39.9824777408986
ZP-2021-012104,615 E MOUNT PLEASANT AVE,"New construction, addition, GFA change",FOR PARTIAL DEMOLITION TO CREATE A DETACHED STRUCTURE.  SIZE AND LOCATION AS SHOWN ON APPLICATION/PLAN.  ,2021-12-21 14:57:27+00,-75.18000437978608,40.067349970551206
ZP-2023-008417,3222 POTTER ST,"New construction, addition, GFA change","SIDEWALK BASEMENT ENTRANCE. SIZE AND LOCATION AS SHOWN ON PLANS 
*AMENDMENT 7/2/24 DIMENSION CHANGE FOR CODE COMPLIANCE*",2023-10-02 23:45:18+00,-75.11245798972851,39.99773793053761
PP-2020-001964,2138 KIMBALL ST,New Construction or Additions,"For Interior Plumbing Work to Include installing house drain, stack, and 1 water heaters, 4 toilets, 4 lavs, 4 shower/tub, 1 kitchen sinks, 2 hose bibbs, 1 washers, and 1 bar sink, water supply to fixtures and soil and waste piping as per 2018 Philadelphia Plumbing Code.",2020-08-06 04:00:00+00,-75.1795230695783,39.94022178113185
PP-2023-012112,2323 JEFFERSON ST,New Construction or Additions,"Install vents, drains, water lines, 2 toilets, 2 lavs, 2 tubs, 1 kitchen sink, 1 hot water heater, 1 hose bib, 1 washer.
INSTALL 1"" WDP, MD, CT &FAI
",2023-09-13 04:00:00+00,-75.17339712002028,39.97837380070981
PP-2021-011826,305 FOUNTAIN ST,New Construction or Additions,"FOR THE ERECTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE; FOR USE AS SINGLE FAMILY DWELLING. SEPARATE PERMIT REQUIRED FOR MEP AND FIRE SUPPRESSION WORK. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2024-02-23 05:00:00+00,-75.22564478958297,40.03649268111402
PP-2021-012892,2044 N 11TH ST,New Construction or Additions,"Pex and PVC throughout
2 Water Closets; 2 Lavs; 1 Bathtub; 1 Shower; 1 Kitchen Sink; 1 Washer Box; 1 Hot Water Heater; 1 Roof Drain; 1 Sewage Ejector/1 Sump Pump; New 1"" RFSS; curb traps and main drains
",2021-10-21 04:00:00+00,-75.15148264990168,39.98380249084097
PP-2020-004987,1209 N 5TH ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-07-31 04:00:00+00,-75.14459680993559,39.97052392087638
ZP-2024-004748,1411 JACKSON ST,"New construction, addition, GFA change","For the erection of a rear third floor level roof deck addition to an existing single family attached structure, size and location as shown on the plan.",2024-05-30 17:46:14+00,-75.17045095988368,39.923364621183836
ZP-2023-008945,427 MOORE ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION / PLAN.
",2024-03-13 04:00:00+00,-75.15364896040684,39.92620059138663
ZP-2021-016490,4732 OSAGE AVE,"New construction, addition, GFA change",FOR THE PARTIAL DEMOLITION AT THE REAR OF AN ATTACHED STRUCTURE AND ERECTION OF A BALCONY. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS. FOR NO CHANGE OF OCCUPIED AREA OR HEIGHT OF EXISTING STRUCTURE.,2021-12-30 15:02:41+00,-75.21762902009314,39.951452070750555
ZP-2023-003467,298 DELMAR ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED BUILDING WITH ROOF DECK ACCESSED BY A PILOTHOUSE, SIZE AND LOCATION AS SHOWN ON THE PLANS.",2023-05-08 19:31:53+00,,
PP-2021-021862,3017 W HARPER ST,New Construction or Additions,Adding 9 fixtures/equipment to the addition and tying in to the existing basement sanitary line. ,2022-03-04 05:00:00+00,-75.18574922013033,39.97446086109839
ZP-2020-006280,1915 S CAMAC ST,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION AND A ROOF DECK AND ROOF DECK ACCESS STRUCTURE TO THE EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2020-09-21 18:49:50+00,-75.16598947981672,39.92588687066116
ZP-2022-007049,1712 N LECOUNT ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2023-05-17 04:00:00+00,-75.17837870953677,39.98168944126473
ZP-2023-013033,437 MEMPHIS ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESS BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS.,2023-12-18 18:03:56+00,-75.13136994952984,39.97447733081411
PP-2023-006280,2611 S MARSHALL ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-002773,2023-08-16 04:00:00+00,-75.15840458008933,39.91621786114067
PP-2021-015809,2002 BROWN ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-005540,2023-02-13 05:00:00+00,-75.17001750042294,39.968937541259756
PP-2021-016257,1122 EARL ST,New Construction or Additions,"Exterior plumbing 
Curb trap, fai and house drain, 1 inch water service 
Interior plumbing 
3 WC,3 TUBS,3 LAVATORIES, 1 KS,1 LL,1WH",2021-11-10 05:00:00+00,-75.12932729054634,39.96994587077738
PP-2024-001647,1229 N HOWARD ST,New Construction or Additions,"REPLACE 1 WC, 3 TUBS/SHOWERS, 1 LAVATORY ",2024-02-08 05:00:00+00,-75.13678244046427,39.969753370553704
PP-2020-003714,2822 LIVINGSTON ST,New Construction or Additions,"For Exterior Plumbing to include CURB TRAP, FRESH AIR INLET, HOUSE DRAIN as per 2018 Philadelphia Plumbing Code.",2020-06-17 04:00:00+00,-75.11286853988018,39.98142285063994
PP-2021-004678,6530 MAGNOLIA ST,New Construction or Additions,"For the erection of a three (3) story attached structure (w/roof deck and pilot house enclosing access stairs only), to be used as Group R-3 (SFD w/private parking garage), as per plans; see sub-permits for associated MEP work; separate permit required for installation of NFPA 13D system throughout; see ZP-2021-001734 for zoning/use approval; blower door testing shall be performed in accordance with ASTM E 779 or ASTM E 1827 by an approved third party agency; **A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 8.5 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2018 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT  REQUIRED PRIOR TO THE START OF ANY WORK.**; amendment required for submittal of wood truss shop drawings.",2022-01-05 05:00:00+00,-75.18238143953837,40.05063808120623
ZP-2024-006310,451 FITZGERALD ST,"New construction, addition, GFA change",FOR DEMOLITION OF REAR SECOND FLOOR BAY AND THE ERECTION OF TWO STORY REAR ADDITION ALL AS PART OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN. ,2024-08-15 19:57:29+00,-75.15552026991027,39.91928658104006
ZP-2020-004806,3416 PIETRO WAY,"New construction, addition, GFA change",For the erection of an attached structure with roof deck on the 3rd floor level at the rear accessed by a doorway on the 3rd story and an accessory interior parking garage accessed from the common driveway.,2021-03-11 15:23:12+00,-75.19010462000581,39.908911460749174
ZP-2021-001200,1316 S JUNIPER ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE 38'          HIGH) ; ROOF DECK ACCESSED BY A PILOTHOUSE; ROOF DECK AT SECOND FLOOR  ROOF .SIZE AND LOCATION AS SHOWN IN THE APPLICATION. ( JUNIPER ST FRONTAGE)

",2020-10-13 04:00:00+00,-75.1669445498406,39.933474741188874
ZP-2021-001138,3211 CHATHAM ST,"New construction, addition, GFA change",FOR THE COMPLETE DEMOLITION OF ALL EXISTING STRUCTURES. FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS. SEE ZP-2020-2576 FOR LOT ADJUSTMENT.,2021-03-23 14:28:54+00,-75.10488317016011,39.98767140088951
ZP-2021-005807,1657 E BERKS ST,"New construction, addition, GFA change","For the partial demolition of a rear one story portion, and for the erection of a three story rear addition plus cellar to an existing 3 story structure that contains (1) single family dwelling unit w/ private roof deck accessed by exterior stair well, as per plans. ",2021-07-27 01:06:23+00,-75.13061259975412,39.97744880102754
ZP-2021-012926,415 CANTRELL ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE 38FT.)  WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACESS STRUCTURE. SIZE AND LOCATION AS PER PLANS. FOR A SINGLE-FAMILY HOUSEHOLD LIVING. ,2021-10-27 20:26:11+00,-75.15403137964408,39.921985300729325
ZP-2022-002459,2708 MANTON ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN. ,2022-03-28 15:15:21+00,-75.1889649400454,39.93848828125233
ZP-2020-009490,2043 E ARIZONA ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A THIRD FLOOR SETBACK, ROOF DECK, AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON ATTACHED PLANS.",2020-12-16 21:37:31+00,-75.12969190000133,39.9830125005676
ZP-2024-003350,2530 E MADISON ST,"New construction, addition, GFA change",ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ABOVE FOURTH FLOOR LEVEL ACCESSED BY ROOF ACCESS STRUCTURE AND ONE INTERIOR ACCESORY PARKING SPACE ACCESSED BY REAR SHARED DRIVE.,2024-05-20 16:12:31+00,-75.10346322963349,39.98708366128771
ZP-2020-006424,2011 ABIGAIL ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK ABOVE ACCESSED BY A PILOT HOUSE ,2020-07-14 04:00:00+00,-75.13185104996515,39.98169553055219
ZP-2025-008639,1725 SEYBERT ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE TO INCLUDE A ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN PLANS.,2025-09-16 19:46:52+00,-75.1644998704275,39.97437835099116
ZP-2023-004925,3914-16 W NETHERFIELD RD,"New construction, addition, GFA change",FOR THE ERECTION OF A SIDE ADDITION TO AN EXISTING DETACHED BUILDING. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2023-09-18 19:29:51+00,,
ZP-2021-014937,8724 CRISPIN ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION AT THE REAR OF AN EXISTING DETATCHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLAN. NO CHANGE IN HEIGHT OR AREA OF OTHER DETACHED STRUCTURES ON THE PROPERTY. ,2022-05-03 03:26:28+00,-75.01523472980504,40.053150410902965
ZP-2022-003691,2121 DELANCEY PL,"New construction, addition, GFA change","For the erection of a roof deck above the roof of a previously approved single-story attached accessory structure (see ZP-2022-000667), with no change to height or area of existing principal attached structure, size and location as shown on plan/application.",2022-08-16 04:00:00+00,-75.17749226974924,39.947839660989246
ZP-2025-004582,3357 EMERALD ST,"New construction, addition, GFA change","FOR THE ERECTION OF A 3RD STORY ADDITION TO THE EXISTING ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A PILOTHOUSE. AND TO ENCLOSE THE EXISTING FRONT PORCH, SIZE AND LOCATION AS SHOWN ON THE PLANS.",2025-06-24 17:15:43+00,-75.10721248963023,39.996017321311975
ZP-2025-009656,2036 DELANCEY PL,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION TO AN EXISTING ATTACHED STRUCTURE TO INCLUDE WALK-OUT ROOF DECK. SIZE AND LOCATION AS SHOWN IN PLAN. ,2025-10-30 19:34:49+00,-75.17632608015677,39.947450911250854
ZP-2020-004183,3028 N AMERICAN ST,"New construction, addition, GFA change","For the erection of an attached structure, size and location as shown on the plan.",2020-09-01 22:40:34+00,-75.13489417976116,39.996714651342586
ZP-2025-004240,624 W GODFREY AVE,"New construction, addition, GFA change",Erection of a roof deck. Size and location per plan.,2025-06-17 02:24:31+00,-75.13200947050414,40.04579333117557
PP-2021-014290,2405 NAPOLI WAY,New Construction or Additions,"NEW PVC DRAINAGE & PLASTIC PEX WATER SYSTEM THROUGHOUT NEW HOME WITH NEW FIXTURES
CURBTRAP,FAI,HOUSE DRAIN & 1"" WATER DISTRIBUTION
WATER & SEWER FROM STREET INTO CURB ARE PRIVATE INFRASTRUCTURE",2021-08-10 04:00:00+00,-75.19034501011149,39.911024671285325
PP-2021-020979,3436 MESSINA WAY,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-013435,2022-06-08 04:00:00+00,-75.19118257956403,39.90842523062431
PP-2021-005617,3423 MESSINA WAY,New Construction or Additions,FOR THE INSTALLATION OF INTERIOR PLUMBING INSTALLATION IN ACCORDANCE WITH 2018 PPC.,2021-12-23 05:00:00+00,-75.19052723056008,39.90895565126274
PP-2022-012385,3408 PIETRO WAY,New Construction or Additions,"INSTALL 16 NEW FIXTURES WITH NEW PIPING ,, INTERIOR",2022-09-22 04:00:00+00,-75.18985316003621,39.90913138070974
ZP-2023-006181,6655 OGONTZ AVE,"New construction, addition, GFA change",For installation of Roof Mounted Solar as per approved plans.,2023-06-26 17:15:14+00,-75.14914269959196,40.0559943005463
ZP-2022-013552,5162 HENLEY ST,"New construction, addition, GFA change",ERECTION OF VERTICAL AND REAR ADDITION TO AN EXISTING TWO STORY STRUCTURE. SIZE AND LOCATION AS PER APRPOVED PLAN. ,2022-12-27 15:30:03+00,-75.17024305000928,40.02739659104639
PP-2023-006314,1409 E OXFORD ST,New Construction or Additions,"INSTALL MD, CT, FAI & 1"" WDP

Installation of Plumbing on a single house building.
TOTAL 15 FIXTURES",2023-05-17 04:00:00+00,-75.13266009056152,39.97321087061885
PP-2021-020320,4549 BELGRADE ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-014132,2022-04-05 04:00:00+00,-75.07198693044205,40.002706731357335
ZP-2023-013295,271 S 4TH ST,"New construction, addition, GFA change",FOR PARTIAL DEMOLITION OF REAR PORTION AND  THE ERECTION OF ONE STORY REAR ADDITION ALL AS PART OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN. ,2024-04-12 19:58:23+00,-75.14806022046909,39.945272820525986
PP-2025-005913,2118 FERNON ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2025-002405,2025-06-25 04:00:00+00,-75.18051008986258,39.93149274114455
PP-2024-017256,2232 ALTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-010097,2025-04-03 04:00:00+00,-75.18107052039412,39.93896484074668
ZP-2022-001157,2225 MASCHER ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE(NTE 38' HIGH); ROOF DECK ACCESSED BY A PILOTHOUSE . SIZE AND LOCATION AS SHOWN IN THE APPLICATION.",2022-02-07 13:25:56+00,,
ZP-2025-001620,1515 S 5TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE ABOVE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLANS.,2025-03-26 20:39:21+00,-75.1533186898261,39.92936656071289
1050244,1447 N 8TH ST,"New construction, addition, GFA change",ERECTION OF AN ATTACHED STRUCTURE WITH ROOF ACCESS STRUCTURE. (SIZE AND LOCATION AS SHOWN ON PLANS),2020-06-25 17:32:39+00,-75.14892239014549,39.97437546062346
ZP-2025-002131,1727 WHARTON ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION AT THE REAR OF THE EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLANS.,2025-05-01 18:46:24+00,-75.1734336499162,39.93509405117157
979781,1906 E MONMOUTH ST,"New construction, addition, GFA change",Removal and reconstruction of rear one story addition to existing attached structure. (Size and Location as Shown on Plans),2021-03-04 22:57:56+00,-75.11863011011968,39.99157918095037
PP-2022-008816,1534 TASKER ST,New Construction or Additions,"new rear main drain
yard drain
new 2 - 3"" stacks 
new small waste lines with 18 fixtures
water lines
AS PER PPC 2018",2022-06-09 04:00:00+00,-75.171341440174,39.93069502111419
PP-2021-004334,2008 WAVERLY ST,New Construction or Additions,"Interior plumbing 
- install water lines throughout house for 3 full bathrooms, laundry, and kitchen
- install new water heater
- install drain lines throughout house for 3 full bathrooms, laundry, and kitchen
",2021-09-01 04:00:00+00,-75.17512586950859,39.94631200052423
ZP-2021-013048,4828 PASCHALL AVE,"New construction, addition, GFA change",FOR THE ERECTION OF A FRONT PORCH AND REAR ADDITION           (NTE 38FT.)  WITH DECK TO AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS PER PLANS.   FOR A SINGLE-FAMILY HOUSEHOLD LIVING.  ,2022-02-02 17:01:45+00,-75.210502019458,39.940179400867486
PP-2025-009229,1321 N 22ND ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-006420,2025-11-03 05:00:00+00,-75.17163089990603,39.9757706410986
ZP-2025-010117,200 W MOUNT PLEASANT AVE,"New construction, addition, GFA change",FOR REMOVAL AND REPLACEMENT OF THE FRONT PORCH IN KIND TO AN EXISTING SINGLE-FAMILY DWELLING. SIZE AND LOCATION AS SHOWN ON THE APPLICATION/PLAN.,2025-10-29 16:29:39+00,-75.19153087946508,40.056242281246305
ZP-2020-006669,2028 PALETHORP ST,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION AND ADDITION ABOVE AN EXISTING ATTACHED STRUCTURE (NTE. 38 FT.) WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS. FOR A SINGLE FAMILY HOUSEHOLD LIVING.,2020-10-27 14:04:14+00,-75.13657472053873,39.9814129007917
ZP-2023-004686,3847 SPRING GARDEN ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION ABOVE AN EXISTING ATTACHED BUILDING. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS. ,2023-05-31 19:43:21+00,-75.19933736966767,39.96225347135528
PP-2022-005378,1605 N 33RD ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-015717,2024-03-05 05:00:00+00,-75.1882771196631,39.98138616080852
PP-2024-012122,3007 GAUL ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-004465,2025-03-08 05:00:00+00,-75.10910059056361,39.98479949100096
ZP-2023-003131,719 N UBER ST,"New construction, addition, GFA change",FOR THE ERECTION OF A ROOF DECK. SIZE AND LOCATION AS SHOWN ON PLANS. ,2023-04-13 12:39:36+00,-75.16906189986295,39.96777950125267
PP-2021-005000,1208 E COLUMBIA AVE,New Construction or Additions,"FOR NEW CONSTRUCTION OF A THREE (3) STORY WOOD-FRAME ATTACHED STRUCTURE ON REINFORCED CONCRETE FOOTINGS/FOUNDATIONS WITH REAR EGRESS WELL, ROOF DECK AND ONE ROOF ACCESS STRUCTURE. FOR USE AS A SINGLE-FAMILY DWELLING THROUGHOUT. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN.  BUILDING SHALL BE FULLY SPRINKLERED, SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION SYSTEMS. 

** BBS Decision granted on 1/28/2021 with PROVISOS: Board recommends to grant the variance based on a 36 foot deep rear yard and the applicant will provide a one hour fire rating of the rear wall and a sprinkler head at each window on the rear wall **

",2023-12-05 05:00:00+00,-75.13085231984225,39.970455911306495
ZP-2022-010163,15016 MILFORD ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION ABOVE THE EXISTING DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2022-09-15 15:38:27+00,-74.99345262046776,40.12039309122486
